ProteinIds	Gene Name	Protein Description	Tissue Specificity	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular Location[CC]	Protein	Individual_Vital_28_1	Individual_Vital_29_1	Individual_Vital_30_1	Individual_Vital_31_1	Individual_Vital_32_1	Northstar_QC_P1_1	Northstar_QC_P1_2	Northstar_QC_P2_1	Northstar_QC_P2_2	Vital_QC_P1_1	Vital_QC_P1_2	Vital_QC_P2_1	Vital_QC_P2_2
O00116	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)		ether lipid biosynthetic process [GO:0008611]; lipid biosynthetic process [GO:0008610]	cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]	alkylglycerone-phosphate synthase activity [GO:0008609]; FAD binding [GO:0071949]	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250|UniProtKB:P97275}. Peroxisome {ECO:0000250|UniProtKB:P97275}.	O00116	154683.9136049403	130544.59309559476	260580.47975390917		99423.0858228144	298465.9473024657	308898.1558312733	140646.1704774109	524573.4396431783	439973.7576397416	573023.1875000115	302400.0941447934	313824.25741417013
O00161	SNAP23	Synaptosomal-associated protein 23 (SNAP-23) (Vesicle-membrane fusion protein SNAP-23)	TISSUE SPECIFICITY: Ubiquitous. Highest levels where found in placenta.	exocytosis [GO:0006887]; histamine secretion by mast cell [GO:0002553]; membrane fusion [GO:0061025]; post-Golgi vesicle-mediated transport [GO:0006892]; protein transport [GO:0015031]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; synaptic vesicle priming [GO:0016082]; vesicle targeting [GO:0006903]	adherens junction [GO:0005912]; azurophil granule [GO:0042582]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; SNARE complex [GO:0031201]; specific granule [GO:0042581]; specific granule membrane [GO:0035579]; synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex [GO:0070032]; tertiary granule membrane [GO:0070821]	SNAP receptor activity [GO:0005484]; syntaxin binding [GO:0019905]; syntaxin-1 binding [GO:0017075]	SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Cell membrane; Lipid-anchor. Synapse, synaptosome. Note=Mainly localized to the plasma membrane.	O00161	146079.4530999976		149176.2656000039							166642.21880000402	338965.4999999986	410884.71879999794	173133.71879999794
O00264	PGRMC1	Membrane-associated progesterone receptor component 1 (mPR) (Dap1) (IZA)	TISSUE SPECIFICITY: Detected in urine (at protein level) (PubMed:36213313, PubMed:37453717). Expressed by endometrial glands and stroma (at protein level) (PubMed:23793472). Widely expressed, with highest expression in liver and kidney. {ECO:0000269|PubMed:23793472, ECO:0000269|PubMed:36213313}.	heme biosynthetic process [GO:0006783]; positive regulation of lipoprotein transport [GO:0140077]; positive regulation of protein localization to plasma membrane [GO:1903078]	cell body [GO:0044297]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum membrane [GO:0030868]; specific granule membrane [GO:0035579]; synapse [GO:0045202]	amyloid-beta binding [GO:0001540]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; steroid binding [GO:0005496]	SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250|UniProtKB:Q95250}; Single-pass membrane protein {ECO:0000255}. Smooth endoplasmic reticulum membrane {ECO:0000303|PubMed:28396637}; Single-pass membrane protein {ECO:0000255}. Mitochondrion outer membrane {ECO:0000250|UniProtKB:O55022}; Single-pass membrane protein {ECO:0000305}; Extracellular side {ECO:0000250|UniProtKB:O55022}. Secreted {ECO:0000269|PubMed:36213313, ECO:0000269|PubMed:37453717}. Note=Localized at cell membrane, probably in lipid rafts, in serum-starved conditions. {ECO:0000269|PubMed:30443021}.	O00264	520340.062500016		1046370.2500000348			764306.875000024				841554.5625000262	696875.6875000003		625358.8750000126
O00299	CLIC1	Chloride intracellular channel protein 1 (Chloride channel ABP) (Glutaredoxin-like oxidoreductase CLIC1) (EC 1.8.-.-) (Glutathione-dependent dehydroascorbate reductase CLIC1) (EC 1.8.5.1) (Nuclear chloride ion channel 27) (NCC27) (Regulatory nuclear chloride ion channel protein) (hRNCC)	TISSUE SPECIFICITY: Expression is prominent in heart, placenta, liver, kidney and pancreas. {ECO:0000269|PubMed:10793131}.	chloride transport [GO:0006821]; platelet aggregation [GO:0070527]; positive regulation of osteoblast differentiation [GO:0045669]; regulation of mitochondrial membrane potential [GO:0051881]; signal transduction [GO:0007165]	blood microparticle [GO:0072562]; brush border [GO:0005903]; chloride channel complex [GO:0034707]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle [GO:0031982]	cadherin binding [GO:0045296]; chloride channel activity [GO:0005254]; oxidoreductase activity [GO:0016491]	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:9139710}. Nucleus membrane {ECO:0000269|PubMed:9139710}; Single-pass membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:10793131, ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:9139710, ECO:0000305|PubMed:11978800, ECO:0000305|PubMed:14613939}. Cell membrane {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:11940526, ECO:0000269|PubMed:14613939, ECO:0000305|PubMed:11978800}; Single-pass membrane protein {ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:14613939}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q6MG61}. Note=Mostly in the nucleus including in the nuclear membrane (PubMed:12681486, PubMed:9139710). Small amount in the cytoplasm and the plasma membrane (PubMed:9139710). Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain (PubMed:11551966, PubMed:11940526, PubMed:12681486, PubMed:14613939, PubMed:9139710). Might not be present in the nucleus of cardiac cells (By similarity). {ECO:0000250|UniProtKB:Q6MG61, ECO:0000269|PubMed:11551966, ECO:0000269|PubMed:11940526, ECO:0000269|PubMed:12681486, ECO:0000269|PubMed:14613939, ECO:0000269|PubMed:9139710}.	O00299	1150606.436545047	1729683.9084341086	1965714.7499999567	2713740.746110964	798416.5083810205	1951699.800819844	1909380.2278191785	1136623.87009683	1734371.5419833618	1504767.700094334	1804398.716308364	2009440.7502809295	1769266.682860379
O00300	TNFRSF11B	Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin)	TISSUE SPECIFICITY: Highly expressed in adult lung, heart, kidney, liver, spleen, thymus, prostate, ovary, small intestine, thyroid, lymph node, trachea, adrenal gland, testis, and bone marrow. Detected at very low levels in brain, placenta and skeletal muscle. Highly expressed in fetal kidney, liver and lung.	apoptotic process [GO:0006915]; extracellular matrix organization [GO:0030198]; negative regulation of bone resorption [GO:0045779]; negative regulation of odontogenesis of dentin-containing tooth [GO:0042489]; negative regulation of osteoclast differentiation [GO:0045671]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; response to arsenic-containing substance [GO:0046685]; response to estrogen [GO:0043627]; response to magnesium ion [GO:0032026]; response to nutrient [GO:0007584]; response to xenobiotic stimulus [GO:0009410]; signal transduction [GO:0007165]; skeletal system development [GO:0001501]	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	cytokine activity [GO:0005125]; heparan sulfate binding [GO:1904399]; signaling receptor activity [GO:0038023]	SUBCELLULAR LOCATION: Secreted.	O00300	1581677.4194737957	2472542.2499999856	2269747.968930959	1670536.7052417826	1034118.0595625108	1393377.551207909	546284.5569648698	306969.2649100325	712485.785927395	719859.7703921846	862967.3692059737	314243.458403006	405573.92794950085
O00303	EIF3F	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)		formation of cytoplasmic translation initiation complex [GO:0001732]; IRES-dependent viral translational initiation [GO:0075522]; proteolysis [GO:0006508]; translational initiation [GO:0006413]	cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; membrane [GO:0016020]; synapse [GO:0045202]	cysteine-type deubiquitinase activity [GO:0004843]; identical protein binding [GO:0042802]; metal-dependent deubiquitinase activity [GO:0140492]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03005}.	O00303	497393.836564307		421879.1534614004	202094.54673545295		256550.6763706017			191989.51218328223	614460.6249999803	548476.7498606085		385360.7542470236
O00391	QSOX1	Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6)	TISSUE SPECIFICITY: Expressed in heart, placenta, lung, liver, skeletal muscle, pancreas and very weakly in brain and kidney. {ECO:0000269|PubMed:10708601, ECO:0000269|Ref.8}.	extracellular matrix assembly [GO:0085029]; negative regulation of macroautophagy [GO:0016242]; protein folding [GO:0006457]	endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intercellular bridge [GO:0045171]; intracellular membrane-bounded organelle [GO:0043231]; platelet alpha granule lumen [GO:0031093]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]	FAD binding [GO:0071949]; flavin-dependent sulfhydryl oxidase activity [GO:0016971]; protein disulfide isomerase activity [GO:0003756]	SUBCELLULAR LOCATION: [Isoform 1]: Golgi apparatus membrane {ECO:0000269|PubMed:17331072, ECO:0000269|PubMed:23704371}; Single-pass membrane protein {ECO:0000305|PubMed:17331072}. Secreted {ECO:0000269|PubMed:29757379}. Note=A small proportion is secreted, probably via a proteolytic cleavage that removes the membrane anchor. {ECO:0000305|PubMed:29757379}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:10708601}. Note=Found in the extracellular medium of quiescent cells but is not found in proliferating cells. {ECO:0000269|PubMed:10708601}.	O00391	1340794.2507857718	844216.9270833001	435012.3799495432	1583169.8913860144	1189752.6023516438	1056050.7331307337	1326731.196142854	307563.9824292357		520557.7402362934	933645.3823632584		
O00462	MANBA	Beta-mannosidase (EC 3.2.1.25) (Lysosomal beta A mannosidase) (Mannanase) (Mannase)	TISSUE SPECIFICITY: Ubiquitous. Detected in pancreas, kidney and placenta, ands at lower levels in liver, lung, brain, heart and muscle. {ECO:0000269|PubMed:9384606}.	glycoprotein catabolic process [GO:0006516]; oligosaccharide catabolic process [GO:0009313]; protein modification process [GO:0036211]	azurophil granule membrane [GO:0035577]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]	beta-mannosidase activity [GO:0004567]; D-mannose binding [GO:0005537]	SUBCELLULAR LOCATION: Lysosome {ECO:0000305}.	O00462		602744.3750000183		1138494.0000000375	579953.8125000042	870048.5625000271			743989.7500000171				
O00487	PSMD14	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	TISSUE SPECIFICITY: Widely expressed. Highest levels in heart and skeletal muscle. {ECO:0000269|PubMed:9374539}.	double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via nonhomologous end joining [GO:0006303]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein deubiquitination [GO:0016579]; protein K63-linked deubiquitination [GO:0070536]; regulation of proteasomal protein catabolic process [GO:0061136]; response to ethanol [GO:0045471]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]	endopeptidase activator activity [GO:0061133]; K63-linked deubiquitinase activity [GO:0061578]; metal ion binding [GO:0046872]; metal-dependent deubiquitinase activity [GO:0140492]; metallopeptidase activity [GO:0008237]; proteasome binding [GO:0070628]		O00487			798844.1809742568					807701.5153909079	815252.0450092345	652587.1420240504	700640.5195785207	634551.795684277	
O00584	RNASET2	Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6)	TISSUE SPECIFICITY: Ubiquitous. Higher expression levels observed in the temporal lobe and fetal brain. {ECO:0000269|PubMed:19525954}.	innate immune response [GO:0045087]; RNA catabolic process [GO:0006401]	azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]	ribonuclease T2 activity [GO:0033897]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; RNA nuclease activity [GO:0004540]	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15809705, ECO:0000269|PubMed:16620762}. Lysosome lumen {ECO:0000269|PubMed:16620762}. Endoplasmic reticulum lumen {ECO:0000269|PubMed:16620762}. Mitochondrion intermembrane space {ECO:0000269|PubMed:28730546, ECO:0000269|PubMed:30184494, ECO:0000269|PubMed:30385512}. Note=Full-length RNASET2 is found in the endoplasmic reticulum while smaller RNASET2 proteolytic products are found in the lysosome fraction. {ECO:0000269|PubMed:16620762}.	O00584	1307955.4871979577	787633.8371946457	983395.600468334	466491.437180468	571885.8933109898	922236.7549223328	1017385.6197823428			864176.2870728483	751834.7904446144		
O00625	PIR	Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)	TISSUE SPECIFICITY: Highly expressed in a subset of melanomas. Detected at very low levels in most tissues (at protein level). Expressed in all tissues, with highest level of expression in heart and liver. {ECO:0000269|PubMed:20089166, ECO:0000269|PubMed:9079676}.	digestion [GO:0007586]; monocyte differentiation [GO:0030224]; transcription by RNA polymerase II [GO:0006366]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	metal ion binding [GO:0046872]; quercetin 2,3-dioxygenase activity [GO:0008127]; transcription coregulator activity [GO:0003712]	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20089166, ECO:0000269|PubMed:9079676}. Cytoplasm {ECO:0000269|PubMed:20089166}. Note=Predominantly localized in dot-like subnuclear structures. Cytoplasmic localization of PIR seems to positively correlate with melanoma progression. {ECO:0000269|PubMed:20089166, ECO:0000269|PubMed:9079676}.	O00625	254121.6875000015		183276.6562000049	286871.3750000073					156090.10939999606	230101.7343999945			140748.73440000112
O00629	KPNA4	Importin subunit alpha-3 (Importin alpha Q1) (Qip1) (Karyopherin subunit alpha-4)	TISSUE SPECIFICITY: Highly expressed in testis, ovary, small intestine, heart, skeletal muscle, lung and pancreas, but barely detectable in kidney, thymus, colon and peripheral blood leukocytes. {ECO:0000269|PubMed:9395085}.	dopamine secretion [GO:0014046]; gene expression [GO:0010467]; NLS-bearing protein import into nucleus [GO:0006607]; protein import into nucleus [GO:0006606]	cytosol [GO:0005829]; NLS-dependent protein nuclear import complex [GO:0042564]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:28760339, ECO:0000305|PubMed:29042532}. Nucleus {ECO:0000305|PubMed:28760339, ECO:0000305|PubMed:29042532}.	O00629	72054.34375000234		92134.62499999913							107542.5156000017			42843.74609000047
O14498	ISLR	Immunoglobulin superfamily containing leucine-rich repeat protein	TISSUE SPECIFICITY: Expressed in various tissues including retina, heart, skeletal muscle, prostate, ovary, small intestine, thyroid, adrenal cortex, testis, stomach and spinal cord. {ECO:0000269|PubMed:10512678, ECO:0000269|PubMed:9325048}.	cell adhesion [GO:0007155]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; platelet alpha granule lumen [GO:0031093]		SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	O14498	539867.1522187943		461408.1651377232			356316.7472673411			534264.3233860508	747757.67030518		575020.5436028406	862079.6062574747
O14672	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	TISSUE SPECIFICITY: Expressed in the brain (at protein level) (PubMed:23676497). Expressed in spleen, lymph node, thymus, peripheral blood leukocyte, bone marrow, cartilage, chondrocytes and fetal liver (PubMed:11511685, PubMed:9016778). {ECO:0000269|PubMed:11511685, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:9016778}.	adherens junction organization [GO:0034332]; amyloid precursor protein catabolic process [GO:0042987]; cell-cell signaling [GO:0007267]; cochlea development [GO:0090102]; constitutive protein ectodomain proteolysis [GO:0051089]; epidermal growth factor receptor ligand maturation [GO:0038004]; extracellular matrix disassembly [GO:0022617]; in utero embryonic development [GO:0001701]; integrin-mediated signaling pathway [GO:0007229]; membrane protein ectodomain proteolysis [GO:0006509]; monocyte activation [GO:0042117]; negative regulation of cell adhesion [GO:0007162]; negative regulation of gene expression [GO:0010629]; Notch signaling pathway [GO:0007219]; pore complex assembly [GO:0046931]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of T cell chemotaxis [GO:0010820]; postsynapse organization [GO:0099173]; protein catabolic process at postsynapse [GO:0140249]; protein phosphorylation [GO:0006468]; protein processing [GO:0016485]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; regulation of Notch signaling pathway [GO:0008593]; regulation of postsynapse organization [GO:0099175]; regulation of vasculature development [GO:1901342]; response to tumor necrosis factor [GO:0034612]	adherens junction [GO:0005912]; axon [GO:0030424]; cell surface [GO:0009986]; clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi-associated vesicle [GO:0005798]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; pore complex [GO:0046930]; postsynaptic density [GO:0014069]; specific granule membrane [GO:0035579]; synaptic membrane [GO:0097060]; tertiary granule membrane [GO:0070821]; tetraspanin-enriched microdomain [GO:0097197]	endopeptidase activity [GO:0004175]; integrin binding [GO:0005178]; metal ion binding [GO:0046872]; metallodipeptidase activity [GO:0070573]; metalloendopeptidase activity [GO:0004222]; metalloendopeptidase activity involved in amyloid precursor protein catabolic process [GO:1902945]; metallopeptidase activity [GO:0008237]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; SH3 domain binding [GO:0017124]; signaling receptor binding [GO:0005102]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20624979, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:24990881, ECO:0000269|PubMed:26686862, ECO:0000269|PubMed:29430990, ECO:0000269|PubMed:30463011}; Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000269|PubMed:12475894}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:12475894}. Cell projection, axon {ECO:0000250|UniProtKB:O35598}. Cell projection, dendrite {ECO:0000250|UniProtKB:O35598}. Cell junction, adherens junction {ECO:0000269|PubMed:30463011}. Cytoplasm {ECO:0000269|PubMed:30463011}. Note=Is localized in the plasma membrane but is also expressed in the Golgi apparatus and in clathrin-coated vesicles derived likely from the Golgi (PubMed:12475894). During long term depression, it is recruited to the cell membrane by DLG1 (PubMed:23676497). The immature form is mainly located near cytoplasmic fibrillar structures, while the mature form is predominantly located at zonula adherens and the cell membrane (PubMed:30463011). The localization and clustering of mature ADAM10 to zonula adherens is regulated by AFDN, TSPAN33, PLEKHA7 and PDZD11 (PubMed:30463011). {ECO:0000269|PubMed:12475894, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:30463011}.	O14672	1404109.3450196171		1427221.0003763863	2018851.2907341495	1170821.4373607072	1926589.1098251469	1639888.2803185016			838932.3910017357	1364588.7811998746		957267.101763234
O14745	NHERF1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	TISSUE SPECIFICITY: Detected in liver, kidney, pancreas, prostate, spleen, small intestine and placenta, in particular in the syncytiotrophoblast. {ECO:0000269|PubMed:9096337, ECO:0000269|PubMed:9314537}.	actin cytoskeleton organization [GO:0030036]; adenylate cyclase-activating dopamine receptor signaling pathway [GO:0007191]; auditory receptor cell stereocilium organization [GO:0060088]; bile acid secretion [GO:0032782]; cerebrospinal fluid circulation [GO:0090660]; cilium organization [GO:0044782]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of Golgi localization [GO:0051683]; fibroblast migration [GO:0010761]; gamma-aminobutyric acid import [GO:0051939]; gland morphogenesis [GO:0022612]; glutathione transport [GO:0034635]; import across plasma membrane [GO:0098739]; intracellular phosphate ion homeostasis [GO:0030643]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; microvillus assembly [GO:0030033]; morphogenesis of an epithelium [GO:0002009]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of fibroblast migration [GO:0010764]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of platelet-derived growth factor receptor signaling pathway [GO:0010642]; negative regulation of sodium ion transport [GO:0010766]; nuclear migration [GO:0007097]; phospholipase C-activating dopamine receptor signaling pathway [GO:0060158]; plasma membrane organization [GO:0007009]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of monoatomic ion transmembrane transport [GO:0034767]; protein localization to plasma membrane [GO:0072659]; protein-containing complex assembly [GO:0065003]; regulation of cell shape [GO:0008360]; regulation of cell size [GO:0008361]; regulation of protein kinase activity [GO:0045859]; regulation of renal phosphate excretion [GO:1903402]; renal absorption [GO:0070293]; renal phosphate ion absorption [GO:0097291]; renal sodium ion transport [GO:0003096]; sensory perception of sound [GO:0007605]; transport across blood-brain barrier [GO:0150104]; Wnt signaling pathway [GO:0016055]	actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; membrane [GO:0016020]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane protein complex [GO:0098797]; ruffle [GO:0001726]; sperm midpiece [GO:0097225]; stereocilium tip [GO:0032426]; vesicle [GO:0031982]	beta-2 adrenergic receptor binding [GO:0031698]; beta-catenin binding [GO:0008013]; channel activator activity [GO:0099103]; chloride channel regulator activity [GO:0017081]; dopamine receptor binding [GO:0050780]; gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; growth factor receptor binding [GO:0070851]; identical protein binding [GO:0042802]; myosin II binding [GO:0045159]; PDZ domain binding [GO:0030165]; phosphatase binding [GO:0019902]; protein-containing complex binding [GO:0044877]; protein-membrane adaptor activity [GO:0043495]; signaling receptor binding [GO:0005102]; transmembrane transporter binding [GO:0044325]; type 2 metabotropic glutamate receptor binding [GO:0031799]; type 3 metabotropic glutamate receptor binding [GO:0031800]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Apical cell membrane {ECO:0000250}. Endomembrane system; Peripheral membrane protein. Cell projection, filopodium. Cell projection, ruffle. Cell projection, microvillus. Note=Translocates from the cytoplasm to the apical cell membrane in a PODXL-dependent manner. Colocalizes with CFTR at the midpiece of sperm tail (By similarity). Colocalizes with actin in microvilli-rich apical regions of the syncytiotrophoblast. Found in microvilli, ruffling membrane and filopodia of HeLa cells. Present in lipid rafts of T-cells. {ECO:0000250}.	O14745	250856.4844000064	370407.2951992017	363929.5000000007	567129.8124999824	227511.67802718983	491383.40619999846	422460.52879268414	137199.8073829277	530427.5358812013	473159.12690018	492773.9269102765	365026.4664201122	595479.8125000075
O14908	GIPC1	PDZ domain-containing protein GIPC1 (GAIP C-terminus-interacting protein) (RGS-GAIP-interacting protein) (RGS19-interacting protein 1) (Synectin) (Tax interaction protein 2) (TIP-2)	TISSUE SPECIFICITY: Widely expressed (PubMed:9770488). Expressed in skeletal muscle (at protein level) (PubMed:32413282). {ECO:0000269|PubMed:32413282, ECO:0000269|PubMed:9770488}.	cellular response to interleukin-7 [GO:0098761]; chemical synaptic transmission [GO:0007268]; endothelial cell migration [GO:0043542]; G protein-coupled receptor signaling pathway [GO:0007186]; glutamate secretion [GO:0014047]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; positive regulation of cytokinesis [GO:0032467]; positive regulation of melanin biosynthetic process [GO:0048023]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; protein targeting [GO:0006605]; regulation of protein stability [GO:0031647]; regulation of synaptic plasticity [GO:0048167]	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; Schaffer collateral - CA1 synapse [GO:0098685]; synaptic vesicle [GO:0008021]; vesicle membrane [GO:0012506]	actin binding [GO:0003779]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; myosin binding [GO:0017022]; signaling receptor binding [GO:0005102]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:32413282, ECO:0000269|PubMed:9770488}. Membrane {ECO:0000269|PubMed:9770488}; Peripheral membrane protein.	O14908							278747.5937999917		331752.2499999998				
